Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode
1.1.2012;43007-1100;;Nutzungsart: Gewässerbegleitfläche;Flaeche;aus ALKIS
1.1.2012;41006-2160;;Nutzungsart: Gewerbe und Industrie mit Wohnen;Flaeche;aus ALKIS
1.1.2012;41008-4110;;Nutzungsart: Golfplatz;Flaeche;aus ALKIS
1.1.2012;44001-8400;;Nutzungsart: Graben;Flaeche;aus ALKIS
1.1.2012;43001-1020;;Nutzungsart: Grünanlage, Grünland;Flaeche;aus ALKIS
1.1.2012;41002-1770;;Nutzungsart: Grundstoff;Flaeche;aus ALKIS
1.1.2012;42016-5610;;Nutzungsart: Hafenanlage (Landfläche);Flaeche;aus ALKIS
1.1.2012;44005-0000;;Nutzungsart: Hafenbecken;Flaeche;aus ALKIS
1.1.2012;41003-7000;;Nutzungsart: Halde - Abraum;Flaeche;aus ALKIS
1.1.2012;41003-0000;;Nutzungsart: Halde - allgemein;Flaeche;aus ALKIS
1.1.2012;41003-1000;;Nutzungsart: Halde - Baustoffe;Flaeche;aus ALKIS
1.1.2012;41003-4000;;Nutzungsart: Halde - Erde;Flaeche;aus ALKIS
1.1.2012;41003-2000;;Nutzungsart: Halde - Kohle;Flaeche;aus ALKIS
1.1.2012;41003-6000;;Nutzungsart: Halde - Schlacke;Flaeche;aus ALKIS
1.1.2012;41003-8000;;Nutzungsart: Halde - Schrott, Altmaterial;Flaeche;aus ALKIS
1.1.2012;41003-5000;;Nutzungsart: Halde - Schutt;Flaeche;aus ALKIS
1.1.2012;41002-1440;;Nutzungsart: Handel;Flaeche;aus ALKIS
1.1.2012;41002-1400;;Nutzungsart: Handel und Dienstleistung;Flaeche;aus ALKIS
1.1.2012;41006-2150;;Nutzungsart: Handel und Dienstleistungen mit Wohnen;Flaeche;aus ALKIS
1.1.2012;41002-1720;;Nutzungsart: Handwerk;Flaeche;aus ALKIS
1.1.2012;43004-0000;;Nutzungsart: Heide;Flaeche;aus ALKIS
1.1.2012;41007-1300;;Nutzungsart: historische Anlage;Flaeche;aus ALKIS
1.1.2012;41009-9404;;Nutzungsart: historischer Friedhof;Flaeche;aus ALKIS
1.1.2012;43001-1012;;Nutzungsart: Hopfen;Flaeche;aus ALKIS
1.1.2012;41002-1700;;Nutzungsart: Industrie und Gewerbe;Flaeche;aus ALKIS
1.1.2012;44001-8300;;Nutzungsart: Kanal;Flaeche;aus ALKIS
1.1.2012;41008-4440;;Nutzungsart: Klein-, Schrebergarten, Laubenkolonie;Flaeche;aus ALKIS
1.1.2012;41007-1130;;Nutzungsart: Kultur;Flaeche;aus ALKIS
1.1.2012;41002-1740;;Nutzungsart: Lagerplatz;Flaeche;aus ALKIS
1.1.2012;42015-5540;;Nutzungsart: Landeplatz, Sonderlandeplatz;Flaeche;aus ALKIS
1.1.2012;43001-0000;;Nutzungsart: Landwirtschaft;Flaeche;aus ALKIS
1.1.2012;43002-1300;;Nutzungsart: Laub- und Nadelholz, Mischwald;Flaeche;aus ALKIS
1.1.2012;43002-1100;;Nutzungsart: Laubwald (-gehölz, -busch);Flaeche;aus ALKIS
1.1.2012;42009-5340;;Nutzungsart: Marktplatz;Flaeche;aus ALKIS
1.1.2012;44007-0000;;Nutzungsart: Meer;Flaeche;aus ALKIS
1.1.2012;43005-0000;;Nutzungsart: Moor;Flaeche;aus ALKIS
1.1.2012;42010-1400;;Nutzungsart: Museumsbahn;Flaeche;aus ALKIS
1.1.2012;43002-1200;;Nutzungsart: Nadelwald (-gehölz);Flaeche;aus ALKIS
1.1.2012;43001-1050;;Nutzungsart: Obstbaumanlage, -plantage;Flaeche;aus ALKIS
1.1.2012;43001-1052;;Nutzungsart: Obststrauchanlage, -plantage;Flaeche;aus ALKIS
1.1.2012;41006-2140;;Nutzungsart: Öffentlich mit Wohnen;Flaeche;aus ALKIS
1.1.2012;41007-1100;;Nutzungsart: Öffentliche Zwecke;Flaeche;aus ALKIS
1.1.2012;41008-4420;;Nutzungsart: Park, Parkanlage;Flaeche;aus ALKIS
1.1.2012;42009-5310;;Nutzungsart: Parkplatz, -fläche;Flaeche;aus ALKIS
1.1.2012;42009-0000;;Nutzungsart: Platz;Flaeche;aus ALKIS
1.1.2012;41002-1710;;Nutzungsart: Produktion;Flaeche;aus ALKIS
1.1.2012;42006-5250;;Nutzungsart: Rad- und Fußweg;Flaeche;aus ALKIS
1.1.2012;42006-5240;;Nutzungsart: Radweg;Flaeche;aus ALKIS
1.1.2012;42009-5320;;Nutzungsart: Rastplatz, Raststätte, Rastanlage;Flaeche;aus ALKIS
1.1.2012;41008-4140;;Nutzungsart: Reitplatz;Flaeche;aus ALKIS
1.1.2012;42006-5260;;Nutzungsart: Reitweg;Flaeche;aus ALKIS
1.1.2012;41007-1140;;Nutzungsart: Religiöse Einrichtung;Flaeche;aus ALKIS
1.1.2012;41008-4130;;Nutzungsart: Rennbahn;Flaeche;aus ALKIS
1.1.2012;41002-1470;;Nutzungsart: Restauration;Flaeche;aus ALKIS
1.1.2012;41008-4220;;Nutzungsart: Safaripark, Wildpark;Flaeche;aus ALKIS
1.1.2012;42010-1104;;Nutzungsart: S-Bahn;Flaeche;aus ALKIS
1.1.2012;41008-4150;;Nutzungsart: Schießanlage;Flaeche;aus ALKIS
1.1.2012;42016-0000;;Nutzungsart: Schiffsverkehr;Flaeche;aus ALKIS
1.1.2012;41008-4320;;Nutzungsart: Schwimmbad, Freibad;Flaeche;aus ALKIS
1.1.2012;44006-8610;;Nutzungsart: See;Flaeche;aus ALKIS
1.1.2012;42015-5550;;Nutzungsart: Segelfluggelände;Flaeche;aus ALKIS
1.1.2012;42010-1300;;Nutzungsart: Seilbahn, Bergbahn;Flaeche;aus ALKIS
1.1.2012;41007-1170;;Nutzungsart: Sicherheit und Ordnung;Flaeche;aus ALKIS
1.1.2012;41007-1160;;Nutzungsart: Soziales;Flaeche;aus ALKIS
1.1.2012;43001-1013;;Nutzungsart: Spargel;Flaeche;aus ALKIS
1.1.2012;44006-8631;;Nutzungsart: Speicherbecken;Flaeche;aus ALKIS
1.1.2012;41008-4470;;Nutzungsart: Spielplatz, Bolzplatz;Flaeche;aus ALKIS
1.1.2012;41008-0000;;Nutzungsart: Sport-, Freizeit- und Erholungsfläche;Flaeche;aus ALKIS
1.1.2012;41008-4100;;Nutzungsart: Sportanlage;Flaeche;aus ALKIS
1.1.2012;44005-8810;;Nutzungsart: Sportboothafenbecken;Flaeche;aus ALKIS
1.1.2012;41008-4120;;Nutzungsart: Sportplatz;Flaeche;aus ALKIS
1.1.2012;42010-1200;;Nutzungsart: Stadtbahn;Flaeche;aus ALKIS
1.1.2012;44006-8630;;Nutzungsart: Stausee;Flaeche;aus ALKIS
1.1.2012;42010-1201;;Nutzungsart: Straßenbahn;Flaeche;aus ALKIS
1.1.2012;42001-0000;;Nutzungsart: Strassenverkehr;Flaeche;aus ALKIS
1.1.2012;43001-1011;;Nutzungsart: Streuobstacker;Flaeche;aus ALKIS
1.1.2012;43001-1021;;Nutzungsart: Streuobstwiese;Flaeche;aus ALKIS
1.1.2012;43006-0000;;Nutzungsart: Sumpf;Flaeche;aus ALKIS
1.1.2012;41005-0000;;Nutzungsart: Tagebau, Grube, Steinbruch - allgemein;Flaeche;aus ALKIS
1.1.2012;41005-1000;;Nutzungsart: Tagebau, Grube, Steinbruch - Erden, Lockergestein;Flaeche;aus ALKIS
1.1.2012;41005-5000;;Nutzungsart: Tagebau, Grube, Steinbruch - Industrieminerale, Salze;Flaeche;aus ALKIS
1.1.2012;41005-1009;;Nutzungsart: Tagebau, Grube, Steinbruch - Kies, Kiessand;Flaeche;aus ALKIS
1.1.2012;41005-2020;;Nutzungsart: Tagebau, Grube, Steinbruch - Lavaschlacke;Flaeche;aus ALKIS
1.1.2012;41005-1004;;Nutzungsart: Tagebau, Grube, Steinbruch - Lehm;Flaeche;aus ALKIS
1.1.2012;41005-1006;;Nutzungsart: Tagebau, Grube, Steinbruch - Mergel;Flaeche;aus ALKIS
1.1.2012;41005-1008;;Nutzungsart: Tagebau, Grube, Steinbruch - Sand;Flaeche;aus ALKIS
1.1.2012;41005-2000;;Nutzungsart: Tagebau, Grube, Steinbruch - Steine, Gestein, Festgestein;Flaeche;aus ALKIS
1.1.2012;41005-1001;;Nutzungsart: Tagebau, Grube, Steinbruch - Ton;Flaeche;aus ALKIS
1.1.2012;41005-4010;;Nutzungsart: Tagebau, Grube, Steinbruch - Torf;Flaeche;aus ALKIS
1.1.2012;41005-4000;;Nutzungsart: Tagebau, Grube, Steinbruch - Treib- und Brennstoffe;Flaeche;aus ALKIS
1.1.2012;41002-1730;;Nutzungsart: Tankstelle;Flaeche;aus ALKIS
1.1.2012;44006-8620;;Nutzungsart: Teich;Flaeche;aus ALKIS
1.1.2012;41008-4170;;Nutzungsart: Tennisplatz;Flaeche;aus ALKIS
1.1.2012;42010-1202;;Nutzungsart: U-Bahn;Flaeche;aus ALKIS
1.1.2012;43007-0000;;Nutzungsart: Unland, Vegetationslose Fläche;Flaeche;aus ALKIS
1.1.2012;43007-1000;;Nutzungsart: Vegetationslose Fläche;Flaeche;aus ALKIS
1.1.2012;43007-1010;;Nutzungsart: Vegetationslose Fläche, Fels;Flaeche;aus ALKIS
1.1.2012;43007-1040;;Nutzungsart: Vegetationslose Fläche, Sand;Flaeche;aus ALKIS
1.1.2012;41002-1480;;Nutzungsart: Vergnügung;Flaeche;aus ALKIS
1.1.2012;42010-2322;;Nutzungsart: Verkehrsbegleitfläche Bahnverkehr;Flaeche;aus ALKIS
1.1.2012;42001-2312;;Nutzungsart: Verkehrsbegleitfläche Straße;Flaeche;aus ALKIS
1.1.2012;41008-4270;;Nutzungsart: Verkehrsübungsplatz;Flaeche;aus ALKIS
1.1.2012;41002-1430;;Nutzungsart: Versicherung;Flaeche;aus ALKIS
1.1.2012;41002-2500;;Nutzungsart: Versorgungsanlage;Flaeche;aus ALKIS
1.1.2012;41007-1110;;Nutzungsart: Verwaltung;Flaeche;aus ALKIS
1.1.2012;41002-1410;;Nutzungsart: Verwaltung, freie Berufe;Flaeche;aus ALKIS
1.1.2012;43002-0000;;Nutzungsart: Wald;Flaeche;aus ALKIS
1.1.2012;42006-0000;;Nutzungsart: Weg;Flaeche;aus ALKIS
1.1.2012;43001-1040;;Nutzungsart: Weingarten;Flaeche;aus ALKIS
1.1.2012;41002-1790;;Nutzungsart: Werft;Flaeche;aus ALKIS
16.1.2014;41008-4310;;Nutzungsart: Wochenend- und Ferienhausfläche;Flaeche;aus ALKIS
1.1.2012;41008-4450;;Nutzungsart: Wochenendplatz;Flaeche;aus ALKIS
1.1.2012;41001-0000;;Nutzungsart: Wohnbaufläche;Flaeche;aus ALKIS
1.1.2012;41006-2710;;Nutzungsart: Wohnen;Flaeche;aus ALKIS
1.1.2012;41006-2130;;Nutzungsart: Wohnen mit Gewerbe und Industrie;Flaeche;aus ALKIS
1.1.2012;41006-2120;;Nutzungsart: Wohnen mit Handel und Dienstleistungen;Flaeche;aus ALKIS
1.1.2012;41006-2110;;Nutzungsart: Wohnen mit Öffentlich;Flaeche;aus ALKIS
1.1.2012;41006-2730;;Nutzungsart: Wohnen und Betrieb;Flaeche;aus ALKIS
1.1.2012;41008-4210;;Nutzungsart: Zoo;Flaeche;aus ALKIS
1.1.2012;9101-7079;;Nutzungsartenangaben, -bezeichnungen, Flächenfunktionen;Text;aus ALKIS
1.1.2012;0241.0000;2.2.7.34;Nutzungsartenfläche der Bestandsvermessung;Flaeche;für Vermessung
1.1.2012;0241.0000;2.2.7.34;Nutzungsartengrenze der Bestandsvermessung;Linie;für Vermessung
16.1.2014;40000-0000;;Nutzungsartenteilfläche zum Flurstück;Flaeche;aus ALKIS
1.1.2012;31001-3064;;Obdachlosenheim;Flaeche;aus ALKIS
16.1.2014;0430.0000;;Objektlinie (nicht im Geländeniveau) mit NHN-Höhen für DOM;Linie;für Vermessung
16.1.2014;0435.0000;;Objektpunkt (nicht im Geländeniveau) mit NHN-Höhen für DOM;Punkt;für Vermessung
16.1.2014;0435.0000;;Objektpunkt (nicht im Geländeniveau) mit NHN-Höhen für DOM;Text;für Vermessung
1.1.2012;7511.0000;2.7.1.8;Obstbaum;Punkt;für Vermessung
16.1.2014;6710.0000;2.2.7.6;Obstbaumanlage, -plantage;Flaeche;für Vermessung
1.1.2012;02310-3450;;Obstbaumanlage, -plantage (Nutzungsarten-Einzelsymbol);Punkt;aus ALKIS
1.1.2012;02310-3452;;Obstbaumanlage, -plantage (Nutzungsarten-Einzelsymbol);Punkt;aus ALKIS
16.1.2014;6710.0000;2.2.7.6;Obstbaumanlage, -plantage (Nutzungsarten-Gruppensymbol);Punkt;für Vermessung
1.1.2012;R2310-3450;;Obstbaumanlage, -plantage (Nutzungsarten-Gruppensymbol);Punkt;aus ALKIS
1.1.2012;R2310-3452;;Obstbaumanlage, -plantage (Nutzungsarten-Gruppensymbol);Punkt;aus ALKIS
1.1.2012;7512.0000;2.7.1.9;Obstbaumreihe;Punkt;für Vermessung
16.1.2014;6720.0000;2.2.7.7;Obststrauchanlage, -plantage;Flaeche;für Vermessung
1.1.2012;02310-3454;;Obststrauchanlage, -plantage (Nutzungsarten-Einzelsymbol);Punkt;aus ALKIS
16.1.2014;6720.0000;2.2.7.7;Obststrauchanlage, -plantage (Nutzungsarten-Gruppensymbol);Punkt;für Vermessung
1.1.2012;R2310-3454;;Obststrauchanlage, -plantage (Nutzungsarten-Gruppensymbol);Punkt;aus ALKIS
16.1.2014;0285.0000;2.7.5.12;Öffentlich-rechtliche Grenze: Altlast;Linie;für Vermessung
1.1.2012;71006-1634;;Öffentlich-rechtliche Grenze: Altlast;Flaeche;aus ALKIS
16.1.2014;0289.0000;2.7.5.18;Öffentlich-rechtliche Grenze: andere;Linie;für Vermessung
16.1.2014;0289.0000;2.7.5.18;Öffentlich-rechtliche Grenze: andere;Text;für Vermessung
1.1.2012;71006-1656;;Öffentlich-rechtliche Grenze: Ausgleichs- oder Kompensationsfläche;Flaeche;aus ALKIS
1.1.2012;71008-1760;;Öffentlich-rechtliche Grenze: Bauland;Flaeche;aus ALKIS
1.1.2012;71008-2610;;Öffentlich-rechtliche Grenze: Baulast;Flaeche;aus ALKIS
1.1.2012;71006-1641;;Öffentlich-rechtliche Grenze: Belastungsgebiet;Flaeche;aus ALKIS
1.1.2012;71011-8000;;Öffentlich-rechtliche Grenze: Benachteiligtes landwirtschaftliches Gebiet;Flaeche;aus ALKIS
1.1.2012;71008-2140;;Öffentlich-rechtliche Grenze: Beschleunigtes Zusammenlegungsverfahren (Par. 91 FlurbG);Flaeche;aus ALKIS
1.1.2012;71006-1662;;Öffentlich-rechtliche Grenze: Bodenschutzgebiet;Flaeche;aus ALKIS
16.1.2014;0283.0000;2.7.5.10;Öffentlich-rechtliche Grenze: Denkmalzone;Linie;für Vermessung
1.1.2012;71009-2910;;Öffentlich-rechtliche Grenze: Denkmalzone oder -bereich;Flaeche;aus ALKIS
1.1.2012;71004-1441;;Öffentlich-rechtliche Grenze: Festgesetztes Überschwemmungsgebiet;Flaeche;aus ALKIS
1.1.2012;71006-1611;;Öffentlich-rechtliche Grenze: Flora-Fauna-Habitat-Gebiet;Flaeche;aus ALKIS
1.1.2012;71008-2110;;Öffentlich-rechtliche Grenze: Flurbereinigung (Par. 1, 37 FlurbG);Flaeche;aus ALKIS
1.1.2012;71008-2100;;Öffentlich-rechtliche Grenze: Flurbereinigungsverfahren;Flaeche;aus ALKIS
1.1.2012;71008-2150;;Öffentlich-rechtliche Grenze: Freiwilliger Landtausch (Par. 103a FlurbG);Flaeche;aus ALKIS
1.1.2012;71006-1622;;Öffentlich-rechtliche Grenze: Geschützter Landschaftsbestandteil, Landschaftsschutzgebiet;Flaeche;aus ALKIS
16.1.2014;0284.0000;2.7.5.11;Öffentlich-rechtliche Grenze: Grabungsschutzgebiet;Linie;für Vermessung
1.1.2012;71009-2930;;Öffentlich-rechtliche Grenze: Grabungsschutzgebiet;Flaeche;aus ALKIS
16.1.2014;0281.0000;2.7.5.8;Öffentlich-rechtliche Grenze: Heilquellenschutzgebiet;Linie;für Vermessung
1.1.2012;71005-1520;;Öffentlich-rechtliche Grenze: Heilquellenschutzgebiet;Flaeche;aus ALKIS
16.1.2014;0273.0000;2.7.5.2;Öffentlich-rechtliche Grenze: Hochwasser;Linie;für Vermessung
16.1.2014;0273.0000;2.7.5.2;Öffentlich-rechtliche Grenze: Hochwasser;Text;für Vermessung
1.1.2012;71009-2700;;Öffentlich-rechtliche Grenze: Kulturdenkmal;Flaeche;aus ALKIS
16.1.2014;0277.0000;2.7.5.5;Öffentlich-rechtliche Grenze: Landschaftsschutzgebiet;Linie;für Vermessung
1.1.2012;0279.0000;2.7.5.7;Öffentlich-rechtliche Grenze: Lärmschutzbereich;Linie;für Vermessung
1.1.2012;71006-1653;;Öffentlich-rechtliche Grenze: Naturdenkmal;Flaeche;aus ALKIS
16.1.2014;0276.0000;2.7.5.4;Öffentlich-rechtliche Grenze: Naturschutzgebiet;Linie;für Vermessung
1.1.2012;71006-1621;;Öffentlich-rechtliche Grenze: Naturschutzgebiet;Flaeche;aus ALKIS
16.1.2014;0282.0000;2.7.5.9;Öffentlich-rechtliche Grenze: Pegelschutzgebiet;Linie;für Vermessung
1.1.2012;71008-1840;;Öffentlich-rechtliche Grenze: Sanierungsverfahren;Flaeche;aus ALKIS
1.1.2012;71006-1632;;Öffentlich-rechtliche Grenze: Schädliche Bodenveränderung;Flaeche;aus ALKIS
1.1.2012;71006-1642;;Öffentlich-rechtliche Grenze: Schutzbedürftiges Gebiet;Flaeche;aus ALKIS
1.1.2012;71006-1610;;Öffentlich-rechtliche Grenze: Schutzfläche nach Europarecht;Flaeche;aus ALKIS
1.1.2012;71005-0000;;Öffentlich-rechtliche Grenze: Schutzgebiet nach Wasserrecht;Flaeche;aus ALKIS
1.1.2012;71012-1010;;Öffentlich-rechtliche Grenze: Schutzgebiet nach Wasserrecht, Zone I;Flaeche;aus ALKIS
1.1.2012;71012-1020;;Öffentlich-rechtliche Grenze: Schutzgebiet nach Wasserrecht, Zone II;Flaeche;aus ALKIS
1.1.2012;71012-1030;;Öffentlich-rechtliche Grenze: Schutzgebiet nach Wasserrecht, Zone III;Flaeche;aus ALKIS
1.1.2012;71012-1040;;Öffentlich-rechtliche Grenze: Schutzgebiet nach Wasserrecht, Zone IV;Flaeche;aus ALKIS
1.1.2012;71011-9999;;Öffentlich-rechtliche Grenze: sonstige Fläche;Flaeche;aus ALKIS
1.1.2012;71011-4720;;Öffentlich-rechtliche Grenze: Truppen-, Standortübungsplatz;Flaeche;aus ALKIS
1.1.2012;71011-4610;;Öffentlich-rechtliche Grenze: Übergabebescheidverfahren;Flaeche;aus ALKIS
16.1.2014;0272.0000;2.7.5.1;Öffentlich-rechtliche Grenze: Überschwemmungsgebiet;Linie;für Vermessung
16.1.2014;0272.0000;2.7.5.1;Öffentlich-rechtliche Grenze: Überschwemmungsgebiet;Text;für Vermessung
1.1.2012;71008-1750;;Öffentlich-rechtliche Grenze: Umlegung nach dem BauGB;Flaeche;aus ALKIS
1.1.2012;71008-2130;;Öffentlich-rechtliche Grenze: Unternehmensflurbereinigung;Flaeche;aus ALKIS
1.1.2012;71006-1612;;Öffentlich-rechtliche Grenze: Vogelschutzgebiet;Flaeche;aus ALKIS
1.1.2012;71006-1655;;Öffentlich-rechtliche Grenze: Vorkaufsrecht;Flaeche;aus ALKIS
16.1.2014;0278.7001;;Öffentlich-rechtliche Grenze: Wasserschutzgebiet;Linie;für Vermessung
1.1.2012;71005-1510;;Öffentlich-rechtliche Grenze: Wasserschutzgebiet;Flaeche;aus ALKIS
1.1.2012;71011-7100;;Öffentlich-rechtliche Grenze: Weinbausteillage;Flaeche;aus ALKIS
1.1.2012;71011-7300;;Öffentlich-rechtliche Grenze: Weinbausteilstlage;Flaeche;aus ALKIS
1.1.2012;71011-7000;;Öffentlich-rechtliche Grenze: Weinlage;Flaeche;aus ALKIS
1.1.2012;5289.0000;2.3.2.2;Ortsdurchfahrtsstein;Punkt;für Vermessung
16.1.2014;4211.0000;2.2.7.21;Park, -anlage;Flaeche;für Vermessung
1.1.2012;02310-3415;;Park, -anlage (Nutzungsarten-Einzelsymbol);Punkt;aus ALKIS
16.1.2014;4211.0000;2.2.7.21;Park, -anlage (Nutzungsarten-Gruppensymbol);Punkt;für Vermessung
1.1.2012;R2310-3415;;Park, -anlage (Nutzungsarten-Gruppensymbol);Punkt;aus ALKIS
1.1.2012;31001-2461;;Parkhaus, -deck;Flaeche;aus ALKIS
16.1.2014;2361.0000;2.4.6.6;Parkhaus, -deck (Nutzungssymbol);Punkt;für Vermessung
1.1.2012;02310-3309;;Parkhaus, -deck (Nutzungssymbol);Punkt;aus ALKIS
16.1.2014;5311.0000;2.4.6.9;Parkplatz, -fläche (Nutzungssymbol);Punkt;für Vermessung
1.1.2012;02310-3432;;Parkplatz, -fläche (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;2369.0000;2.5.9.8;Parkplatz, -fläche mit WC (Nutzungssymbol);Punkt;für Vermessung
1.1.2012;2372.0000;2.7.4.8;Parkscheinautomat;Punkt;für Vermessung
1.1.2012;31001-3011;;Parlament;Flaeche;aus ALKIS
1.1.2012;8093.0000;2.1.7.3;Pegel;Punkt;für Vermessung
1.1.2012;5623.0000;2.3.10.4;Personenfähre (Symbol);Punkt;für Vermessung
16.1.2014;8036.0000;2.3.9.4;Pfahlwand, Holzbollwerk;Linie;für Vermessung
16.1.2014;R8036.0000;2.3.9.4;Pfahlwand, Holzbollwerk  (in Aufnahmerichtung rechts);Linie;für Vermessung
16.1.2014;L8036.0000;2.3.9.4;Pfahlwand, Holzbollwerk (in Aufnahmerichtung links);Linie;für Vermessung
1.1.2012;0141.0000;2.1.6.1;Pfeilerbolzen (der Straßenbauverwaltung);Punkt;für Vermessung
1.1.2012;0141.0000;2.1.6.1;Pfeilerbolzen (der Straßenbauverwaltung);Text;für Vermessung
1.1.2012;0147.0000;2.1.6.4;Pfeilerbolzen, HP=PP (der Straßenbauverwaltung);Punkt;für Vermessung
1.1.2012;0147.0000;2.1.6.4;Pfeilerbolzen, HP=PP (der Straßenbauverwaltung);Text;für Vermessung
16.1.2014;#999.7001;;Pluslänge (Anfang bzw. Ende, AUSA-Kabel);Punkt;für Vermessung
1.1.2012;31001-3071;;Polizei, -wache;Flaeche;aus ALKIS
1.1.2012;02310-3324;;Polizei, -wache (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;3488.0000;2.5.8.2;Polizeirufsäule;Punkt;für Vermessung
16.1.2014;5010.0000;;Poller, Absperrpfosten;Punkt;für Vermessung
16.1.2014;0127.0000;2.1.2;Polygonpunkt (der Straßenbauverwaltung);Punkt;für Vermessung
16.1.2014;0127.0000;2.1.2;Polygonpunkt (der Straßenbauverwaltung);Text;für Vermessung
1.1.2012;3922.0000;2.7.3.1;Portalkran;Punkt;für Vermessung
1.1.2012;31001-3013;;Post;Flaeche;aus ALKIS
1.1.2012;02310-3312;;Post (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;3492.0000;2.5.2.7;Produktenfernleitung, oberirdisch;Linie;für Vermessung
1.1.2012;3493.0000;2.5.1.7;Produktenfernleitung, unterirdisch;Linie;für Vermessung
1.1.2012;2513.0000;2.5.5.8;Pumpe;Punkt;für Vermessung
16.1.2014;#999.7002;;Pupinspule, -nkastenmuffe (AUSA-Kabel);Punkt;für Vermessung
1.1.2012;8011.0000;2.3.8.9;Quelle;Punkt;für Vermessung
1.1.2012;02310-3428;;Rad- und Fußweg (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;02310-3426;;Radweg (Nutzungssymbol);Punkt;aus ALKIS
16.1.2014;5161.0000;2.3.1.24;Radweg an Straßen;Linie;für Vermessung
16.1.2014;5161.0000;2.3.1.24;Radweg an Straßen;Punkt;für Vermessung
1.1.2012;1049.0000;2.4.4.9;Rampe;Linie;für Vermessung
16.1.2014;1472.0000;2.5.9.6;Rastplatz, Raststätte, Rastanlage (Nutzungssymbol);Punkt;für Vermessung
1.1.2012;02310-3434;;Rastplatz, Raststätte, Rastanlage (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;31001-3012;;Rathaus;Flaeche;aus ALKIS
1.1.2012;RE85.0020;;RE 85 Abgrabung;Flaeche;
1.1.2012;RE85.0019;;RE 85 Aufschüttung;Flaeche;
1.1.2012;RE85.0002;;RE 85 Bankett;Flaeche;
1.1.2012;RE85.0003;;RE 85 Dammböschung;Flaeche;
1.1.2012;RE85.0004;;RE 85 Einschnittsböschung;Flaeche;
1.1.2012;RE85.0001;;RE 85 Fahrbahn;Flaeche;
1.1.2012;RE85.0025;;RE 85 Gebäude bereits abgebrochen;Flaeche
1.1.2012;RE85.0017;;RE 85 Geh-/Radweg;Flaeche
1.1.2012;RE85.0009;;RE 85 Gehweg;Flaeche
1.1.2012;RE85.0007;;RE 85 geplanter Gebäudeabbruch;Flaeche
1.1.2012;RE85.0008;;RE 85 Gewässer mit Fließrichtung;Flaeche
1.1.2012;RE85.0023;;RE 85 Gewässer ohne Fließrichtung;Flaeche
1.1.2012;RE85.0013;;RE 85 Grunderwerb - dauernd zu beschränkende Fläche;Flaeche
1.1.2012;RE85.0012;;RE 85 Grunderwerb - für den Straßenbau vorübergehend benötigte Fläche;Flaeche
1.1.2012;RE85.0024;;RE 85 Grunderwerb - für den Straßenbau zu erwerbende Fläche;Flaeche
1.1.2012;RE85.0014;;RE 85 Grunderwerb - Restfläche;Flaeche
1.1.2012;RE85.0005;;RE 85 Insel gepflastert;Flaeche
1.1.2012;RE85.0021;;RE 85 Lärmschutzwall;Flaeche
1.1.2012;RE85.0022;;RE 85 Lärmschutzwand;Flaeche
1.1.2012;RE85.0016;;RE 85 Radweg;Flaeche
1.1.2012;RE85.0006;;RE 85 Stützwand, Widerlager;Flaeche
1.1.2012;RE85.0015;;RE 85 Trennstreifen;Flaeche
1.1.2012;RE85.0011;;RE 85 Wirtschaftsweg;Flaeche;
1.1.2012;RE85.0010;;RE 85 Zufahrt;Flaeche;
1.1.2012;31001-2527;;Reaktorgebäude;Flaeche;aus ALKIS
16.1.2014;#999.7003;;Regelmuffe (Ausa-Kabel);Punkt;für Vermessung
1.1.2012;7855.7005;;Regenrinne, Pflasterrinne;Linie;für Vermessung
1.1.2012;02310-3430;;Reitweg (Nutzungssymbol);Punkt;aus ALKIS
1.1.2012;0733.0000;3.2.10;Richtungshinweise im Kartenrahmen;Text;für Vermessung
1.1.2012;5271.0000;2.3.1.7;Richtungspfeil geradeaus;Punkt;für Vermessung
1.1.2012;5272.0000;2.3.1.8;Richtungspfeil geradeaus und links ab;Punkt;für Vermessung
1.1.2012;5273.0000;2.3.1.9;Richtungspfeil geradeaus und rechts ab;Punkt;für Vermessung
1.1.2012;5276.0000;2.3.1.12;Richtungspfeil links ab;Punkt;für Vermessung
1.1.2012;5278.0000;2.3.1.14;Richtungspfeil links und rechts ab;Punkt;für Vermessung
1.1.2012;5279.7002;;Richtungspfeil Mini-Kreisplatz;Punkt;für Vermessung
1.1.2012;5274.0000;2.3.1.10;Richtungspfeil nach links;Punkt;für Vermessung
1.1.2012;5275.0000;2.3.1.11;Richtungspfeil nach rechts;Punkt;für Vermessung
1.1.2012;5277.0000;2.3.1.13;Richtungspfeil rechts ab;Punkt;für Vermessung
1.1.2012;3464.0000;2.5.2.6;Rohölleitung, oberirdisch;Linie;für Vermessung
1.1.2012;3465.0000;2.5.1.6;Rohölleitung, unterirdisch;Linie;für Vermessung
1.1.2012;7855.0000;2.3.12.2;Rohrauslauf / Entwässerung;Punkt;für Vermessung
