Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Ebene;Bemerkung
10.12.12;RE85.0009;;Gehweg;Flaeche;85;3460;
10.12.12;RE85.0009;;Gehweg;Linie;85;3460;
10.12.12;RE85.0010;;Zufahrt;Flaeche;54;3520;
10.12.12;RE85.0010;;Zufahrt;Linie;54;3520;
10.12.12;RE85.0011;;Wirtschaftsweg;Flaeche;15;3680;
10.12.12;RE85.0011;;Wirtschaftsweg;Linie;15;3680;
11.12.12;RE85.0012;;Grunderwerb - vorübergehende Inanspruchnahme;Flaeche;82;1020;
11.12.12;RE85.0012;;Grunderwerb - vorübergehende Inanspruchnahme;Linie;4 / 3;1020;Stift 4 / Linienart 3 
11.12.12;RE85.0013;;Grunderwerb - dauernd zu beschränkende Fläche;Flaeche;96;1020;
11.12.12;RE85.0013;;Grunderwerb - dauernd zu beschränkende Fläche;Linie;4 / 4;1020;Stift 4 / Linienart 4 
11.12.12;RE85.0014;;Grunderwerb - abzugebende Fläche in alter Nutzung;Flaeche;88;1020;
11.12.12;RE85.0014;;Grunderwerb - abzugebende Fläche in alter Nutzung;Linie;4 / 4;1020;Stift 4 / Linienart 4 
11.12.12;RE85.0015;;Trennstreifen;Flaeche;88;3420;
11.12.12;RE85.0015;;Trennstreifen;Linie;88;3420;
11.12.12;RE85.0016;;Radweg;Flaeche;83;3480;
11.12.12;RE85.0016;;Radweg;Linie;83;3480;
11.12.12;RE85.0017;;Geh-/Radweg;Flaeche;83;3500;
11.12.12;RE85.0017;;Geh-/Radweg;Linie;83;3500;
11.12.12;RE85.0019;;Aufschüttung;Flaeche;119;3580;
11.12.12;RE85.0019;;Aufschüttung;Linie;119;3580;
11.12.12;RE85.0020;;Abgrabung;Flaeche;114;3600;
11.12.12;RE85.0020;;Abgrabung;Linie;114;3600;
11.12.12;RE85.0021;;Lärmschutzwall;Flaeche;119;4320;
11.12.12;RE85.0021;;Lärmschutzwall;Linie;119;4320;
11.12.12;RE85.0022;;Lärmschutzwand;Flaeche;08;4320;
11.12.12;RE85.0022;;Lärmschutzwand;Linie;08;4320;
11.12.12;RE85.0024;;Grunderwerb - zu erwerbende Fläche für den Träger der Straßenbaulast;Flaeche;84;1020;
11.12.12;RE85.0024;;Grunderwerb - zu erwerbende Fläche für den Träger der Straßenbaulast;Linie;4 / 4;1020;Stift 4 / Linienart 4 
11.12.12;RE85.0025;;Gebäude bereits abgebrochen;Flaeche;10;3720;
11.12.12;RE85.0025;;Gebäude bereits abgebrochen;Linie;10;3720;
11.12.12;RE85.0026;;Grunderwerb - zu erwerbende Kompensationsfläche für Träger der Straßenbaulast;Flaeche;86;1020;
11.12.12;RE85.0026;;Grunderwerb - zu erwerbende Kompensationsfläche für Träger der Straßenbaulast;Linie;4 / 4;1020;Stift 4 / Linienart 4 
11.12.12;RE85.0027;;Grunderwerb - zu erwerbende Fläche für Nebenanlagen und Nebenbetriebe;Flaeche;130;1020;
11.12.12;RE85.0027;;Grunderwerb - zu erwerbende Fläche für Nebenanlagen und Nebenbetriebe;Linie;4 / 4;1020;Stift 4 / Linienart 4 
11.12.12;RE85.0028;;Grunderwerb - zu erwerbende Fläche für Dritte;Flaeche;129;1020;
11.12.12;RE85.0028;;Grunderwerb - zu erwerbende Fläche für Dritte;Linie;4 / 4;1020;Stift 4 / Linienart 4 
11.12.12;RE85.0029;;Grunderwerb - abzugebende Fläche nach Rekultivierung;Flaeche;28;1020;
11.12.12;RE85.0029;;Grunderwerb - abzugebende Fläche nach Rekultivierung;Linie;4 / 4;1020;Stift 4 / Linienart 4 
06.12.2012;41001-0000;;Wohnbauflaeche;Flaeche;0;1012;
06.12.2012;41002-0000;;IndustrieUndGewerbeflaeche;Flaeche;0;1012;
06.12.2012;41002-1400;;Handel und Dienstleistung;Flaeche;0;1012;
06.12.2012;41002-1410;;Verwaltung, freie Berufe;Flaeche;0;1012;
06.12.2012;41002-1420;;Bank, Kredit;Flaeche;0;1012;
06.12.2012;41002-1430;;Versicherung;Flaeche;0;1012
06.12.2012;41002-1440;;Handel;Flaeche;0;1012
06.12.2012;41002-1450;;Ausstellung, Messe;Flaeche;0;1012
06.12.2012;41002-1460;;Beherbergung;Flaeche;0;1012
06.12.2012;41002-1470;;Restauration;Flaeche;0;1012
06.12.2012;41002-1480;;Vergnuegung;Flaeche;0;1012
06.12.2012;41002-1490;;Gaertnerei;Flaeche;0;1012
06.12.2012;41002-1700;;Industrie und Gewerbe;Flaeche;0;1012
06.12.2012;41002-1701;;Gebaeude- und Freiflaeche Industrie und Gewerbe;Flaeche;0;1012
06.12.2012;41002-1710;;Produktion;Flaeche;0;1012
06.12.2012;41002-1720;;Handwerk;Flaeche;0;1012
06.12.2012;41002-1730;;Tankstelle;Flaeche;0;1012
06.12.2012;41002-1740;;Lagerplatz;Flaeche;0;1012
06.12.2012;41002-1750;;Transport;Flaeche;0;1012
06.12.2012;41002-1760;;Forschung;Flaeche;0;1012
06.12.2012;41002-1770;;Grundstoff;Flaeche;0;1012
06.12.2012;41002-1780;;Betriebliche Sozialeinrichtung;Flaeche;0;1012
06.12.2012;41002-1790;;Werft;Flaeche;0;1012
06.12.2012;41002-2500;;Versorgungsanlage;Flaeche;0;1012
06.12.2012;41002-2501;;Gebaeude- und Freiflaeche Versorgungsanlage;Flaeche;0;1012
06.12.2012;41002-2502;;Betriebsflaeche Versorgungsanlage;Flaeche;0;1012
06.12.2012;41002-2510;;Foerderanlage;Flaeche;0;1012
06.12.2012;41002-2520;;Wasserwerk;Flaeche;0;1012
06.12.2012;41002-2521;;Gebaeude- und Freiflaeche Versorgungsanlage, Wasser;Flaeche;0;1012
06.12.2012;41002-2522;;Betriebsflaeche Versorgungsanlage, Wasser;Flaeche;0;1012
06.12.2012;41002-2530;;Kraftwerk;Flaeche;0;1012
06.12.2012;41002-2531;;Gebaeude- und Freiflaeche Versorgungsanlage, Elektrizitaet;Flaeche;0;1012
06.12.2012;41002-2532;;Betriebsflaeche Versorgungsanlage, Elektrizitaet;Flaeche;0;1012
06.12.2012;41002-2540;;Umspannstation;Flaeche;0;1012
06.12.2012;41002-2550;;Raffinerie;Flaeche;0;1012
06.12.2012;41002-2551;;Gebaeude- und Freiflaeche Versorgungsanlage, Oel;Flaeche;0;1012
06.12.2012;41002-2552;;Betriebsflaeche Versorganlage, Oel;Flaeche;0;1012
06.12.2012;41002-2560;;Gaswerk;Flaeche;0;1012
06.12.2012;41002-2561;;Gebaeude- und Freiflaeche Versorgungsanlage, Gas;Flaeche;0;1012
06.12.2012;41002-2562;;Betriebsflaeche Versorgungsanlage, Gas;Flaeche;0;1012
06.12.2012;41002-2570;;Heizwerk;Flaeche;0;1012
06.12.2012;41002-2571;;Gebaude- und Freiflaeche Versorgungsanlage, Waerme;Flaeche;0;1012
06.12.2012;41002-2572;;Betriebsflaeche Versorgungsanlage, Waerme;Flaeche;0;1012
06.12.2012;41002-2580;;Funk- und Fernmeldeanlage;Flaeche;0;1012
06.12.2012;41002-2581;;Fernmeldewese;Flaeche;0;1012
06.12.2012;41002-2582;;Betriebsflaeche Versorgungsanlage, Funk- und Fernmeldewesen;Flaeche;0;1012
06.12.2012;41002-2600;;Entsorgung;Flaeche;0;1012
06.12.2012;41002-2601;;Gebaeude- und Freiflaeche Entsorgungsanlage;Flaeche;0;1012
06.12.2012;41002-2602;;Betriebsflaeche Entsorgungsanlage;Flaeche;0;1012
06.12.2012;41002-2610;;Klaeranlage, Klaerwerk;Flaeche;0;1012
06.12.2012;41002-2611;;Gebaeude-und Freiflaeche Entsorgungsanlage, Abwasserbeseitigung;Flaeche;0;1012
06.12.2012;41002-2612;;Betriebsflaeche Entsorgungsanlage, Abwasserbeseitigung;Flaeche;0;1012
06.12.2012;41002-2620;;Abfallbehandlungsanlage;Flaeche;0;1012
06.12.2012;41002-2621;;Gebaeude- und Freiflaeche Entsorgungsanlage, Abfallbeseitigung;Flaeche;0;1012
06.12.2012;41002-2622;;Betriebsflaeche Entsorgungsanlage, Abfallbeseitigung;Flaeche;0;1012
06.12.2012;41002-2623;;Betriebsflaeche Entsorgungsanlage, Schlamm;Flaeche;0;1012
06.12.2012;41002-2630;;Deponie (oberirdisch;Flaeche;0;1012
06.12.2012;41002-2640;;Deponie (untertaegig);Flaeche;0;1012
06.12.2012;41003-0000;;Halde;Flaeche;0;1012
06.12.2012;41003-2000;;Kohle;Flaeche;0;1012
06.12.2012;41003-4000;;Erde;Flaeche;0;1012
06.12.2012;41003-5000;;Schutt;Flaeche;0;1012
06.12.2012;41003-6000;;Schlacke;Flaeche;0;1012
06.12.2012;41003-7000;;Abraum;Flaeche;0;1012
06.12.2012;41003-8000;;Schrott, Altmaterial;Flaeche;0;1012
06.12.2012;41003-9999;;Sonstiges;Flaeche;0;1012
06.12.2012;41004-0000;;Bergbaubetrieb;Flaeche;0;1012
06.12.2012;41004-1001;;Ton;Flaeche;0;1012
06.12.2012;41004-1007;;Kalk, Kalktuff, Kreide;Flaeche;0;1012
06.12.2012;41004-2002;;Schiefer, Dachschiefer;Flaeche;0;1012
06.12.2012;41004-2003;;Methamorphe Schiefer;Flaeche;0;1012
06.12.2012;41004-2005;;Kalkstein;Flaeche;0;1012
06.12.2012;41004-2006;;Dolomitstein;Flaeche;0;1012
06.12.2012;41004-2013;;Basalt, Diabas;Flaeche;0;1012
06.12.2012;41004-2021;;Talkschiefer, Speckstein;Flaeche;0;1012
06.12.2012;41004-3000;;Erze;Flaeche;0;1012
06.12.2012;41004-3001;;Eisen;Flaeche;0;1012
06.12.2012;41004-3002;;Buntmetallerze;Flaeche;0;1012
06.12.2012;41004-3003;;Kupfer;Flaeche;0;1012
06.12.2012;41004-3005;;Zink;Flaeche;0;1012
06.12.2012;41004-3006;;Zinn;Flaeche;0;1012
06.12.2012;41004-3007;;Wismut, Kobalt, Nickel;Flaeche;0;1012
06.12.2012;41004-3008;;Uran;Flaeche;0;1012
06.12.2012;41004-3009;;Mangan;Flaeche;0;1012
06.12.2012;41004-3010;;Antimon;Flaeche;0;1012
06.12.2012;41004-3011;;Edelmetallerze;Flaeche;0;1012
06.12.2012;41004-4000;;Treib- und Brennstoffe;Flaeche;0;1012
06.12.2012;41004-4020;;Kohle;Flaeche;0;1012
06.12.2012;41004-4021;;Braunkohle;Flaeche;0;1012
06.12.2012;41004-4022;;Steinkohle;Flaeche;0;1012
06.12.2012;41004-4030;;Oelschiefer;Flaeche;0;1012
06.12.2012;41004-5000;;Industrieminerale, Salze;Flaeche;0;1012
06.12.2012;41004-5001;;Gipsstein;Flaeche;0;1012
06.12.2012;41004-5002;;Anhydritstein;Flaeche;0;1012
06.12.2012;41004-5003;;Steinsalz;Flaeche;0;1012
06.12.2012;41004-5004;;Kalisalz;Flaeche;0;1012
06.12.2012;41004-5005;;Kalkspat;Flaeche;0;1012
06.12.2012;41004-5006;;Flussspat;Flaeche;0;1012
06.12.2012;41004-5007;;Schwerspat;Flaeche;0;1012
06.12.2012;41004-5011;;Graphit;Flaeche;0;1012
06.12.2012;41005-0000;;TagebauGrubeSteinbruch;Flaeche;0;1012
06.12.2012;41005-1000;;Erden, Lockergestein;Flaeche;0;1012
06.12.2012;41005-1001;;Ton;Flaeche;0;1012
06.12.2012;41005-1002;;Bentonit;Flaeche;0;1012
06.12.2012;41005-1003;;Kaolin;Flaeche;0;1012
06.12.2012;41005-1004;;Lehm;Flaeche;0;1012
06.12.2012;41005-1005;;Loess, Loesslehm;Flaeche;0;1012
06.12.2012;41005-1006;;Mergel;Flaeche;0;1012
06.12.2012;41005-1007;;Kalk, Kalktuff, Kreide;Flaeche;0;1012
06.12.2012;41005-1008;;Sand;Flaeche;0;1012
06.12.2012;41005-1009;;Kies, Kiessand;Flaeche;0;1012
06.12.2012;41005-1011;;Farberden;Flaeche;0;1012
06.12.2012;41005-1012;;Quarzsand;Flaeche;0;1012
06.12.2012;41005-1013;;Kieselerde;Flaeche;0;1012
06.12.2012;41005-2000;;Steine, Gestein, Festgestein;Flaeche;0;1012
06.12.2012;41005-2001;;Tonstein;Flaeche;0;1012
06.12.2012;41005-2002;;Schiefer, Dachschiefer;Flaeche;0;1012
06.12.2012;41005-2003;;Metamorphe Schiefer;Flaeche;0;1012
06.12.2012;41005-2004;;Mergelstein;Flaeche;0;1012
06.12.2012;41005-2005;;Kalkstein;Flaeche;0;1012
06.12.2012;41005-2006;;Dolomitstein;Flaeche;0;1012
06.12.2012;41005-2007;;Travertin;Flaeche;0;1012
06.12.2012;41005-2008;;Mamor;Flaeche;0;1012
06.12.2012;41005-2009;;Sandstein;Flaeche;0;1012
06.12.2012;41005-2010;;Grauwacke;Flaeche;0;1012
06.12.2012;41005-2011;;Quarzit;Flaeche;0;1012
06.12.2012;41005-2012;;Gneis;Flaeche;0;1012
06.12.2012;41005-2013;;Basalt, Diabas;Flaeche;0;1012
06.12.2012;41005-2014;;Andesit;Flaeche;0;1012
06.12.2012;41005-2015;;Porphyr, Quarzporphyr;Flaeche;0;1012
06.12.2012;41005-2016;;Granit;Flaeche;0;1012
06.12.2012;41005-2017;;Granodiorit;Flaeche;0;1012
06.12.2012;41005-2018;;Tuff, Bimstein;Flaeche;0;1012
06.12.2012;41005-2019;;Trass;Flaeche;0;1012
06.12.2012;41005-2020;;Lavaschlacke;Flaeche;0;1012
06.12.2012;41005-2021;;Talkschiefer, Speckstein;Flaeche;0;1012
06.12.2012;41005-4000;;Treib- und Brennstoffe;Flaeche;0;1012
06.12.2012;41005-4010;;Torf;Flaeche;0;1012
06.12.2012;41005-4020;;Kohle;Flaeche;0;1012
06.12.2012;41005-4021;;Braunkohle;Flaeche;0;1012
06.12.2012;41005-4022;;Steinkohle;Flaeche;0;1012
06.12.2012;41005-4030;;Oelschiefer;Flaeche;0;1012
06.12.2012;41005-5000;;Industrieminerale, Salze;Flaeche;0;1012
06.12.2012;41005-5001;;Gipsstein;Flaeche;0;1012
06.12.2012;41005-5002;;Anhydritstein;Flaeche;0;1012
06.12.2012;41005-5005;;Kalkspat;Flaeche;0;1012
06.12.2012;41005-5007;;Schwerspat;Flaeche;0;1012
06.12.2012;41005-5008;;Quarz;Flaeche;0;1012
06.12.2012;41005-5009;;Feldspat;Flaeche;0;1012
06.12.2012;41005-5010;;Pegmatitsand;Flaeche;0;1012
06.12.2012;41005-9999;;Sonstiges;Flaeche;0;1012
06.12.2012;41006-0000;;FlaecheGemischterNutzung;Flaeche;0;1012
06.12.2012;41006-2100;;Gebaeude- und Freiflaeche, Mischnutzung mit Wohnen;Flaeche;0;1012
06.12.2012;41006-2110;;Wohnen mit Oeffentlich;Flaeche;0;1012
06.12.2012;41006-2120;;Wohnen mit Handel und Dienstleistungen;Flaeche;0;1012
06.12.2012;41006-2130;;Wohnen mit Gewerbe und Industrie;Flaeche;0;1012
06.12.2012;41006-2140;;Oeffentlich mit Wohnen;Flaeche;0;1012
06.12.2012;41006-2150;;Handel und Dienstleistungen mit Wohnen;Flaeche;0;1012
06.12.2012;41006-2160;;Gewerbe und Industrie mit Wohnen;Flaeche;0;1012
06.12.2012;41006-2700;;Gebaeude- und Freiflaeche Land- und Forstwirtschaft;Flaeche;0;1012
06.12.2012;41006-2710;;Wohnen;Flaeche;0;1012
06.12.2012;41006-2720;;Betrieb;Flaeche;0;1012
06.12.2012;41006-2730;;Wohnen und Betrieb;Flaeche;0;1012
06.12.2012;41006-6800;;Landwirtschaftliche Betriebsflaeche;Flaeche;0;1012
06.12.2012;41006-7600;;Forstwirtschaftliche Betriebsflaeche;Flaeche;0;1012
06.12.2012;41007-0000;;FlaecheBesondererFunktionalerPraegung;Flaeche;0;1012
06.12.2012;41007-1100;;Oeffentliche Zwecke;Flaeche;0;1012
06.12.2012;41007-1110;;Verwaltung;Flaeche;0;1012
06.12.2012;41007-1120;;Bildung und Forschung;Flaeche;0;1012
06.12.2012;41007-1130;;Kultur;Flaeche;0;1012
06.12.2012;41007-1140;;Religioese Einrichtung;Flaeche;0;1012
06.12.2012;41007-1150;;Gesundheit, Kur;Flaeche;0;1012
06.12.2012;41007-1160;;Soziales;Flaeche;0;1012
06.12.2012;41007-1170;;Sicherheit und Ordnung;Flaeche;0;1012
06.12.2012;41007-1200;;Parken;Flaeche;0;1012
06.12.2012;41007-1300;;Historische Anlage;Flaeche;0;1012
06.12.2012;41007-1310;;Burg-, Festungsanlage;Flaeche;0;1012
06.12.2012;41007-1320;;Schlossanlage;Flaeche;0;1012
06.12.2012;41008-0000;;SportFreizeitUndErholungsflaeche;Flaeche;0;1012
06.12.2012;41008-4001;;Gebaeude- und Freiflaeche Sport, Freizeit und Erholung;Flaeche;0;1012
06.12.2012;41008-4100;;Sportanlage;Flaeche;0;1012
06.12.2012;41008-4101;;Gebaeude- und Freiflaeche Erholung, Sport;Flaeche;0;1012
06.12.2012;41008-4110;;Golfplatz;Flaeche;0;1012
06.12.2012;41008-4120;;Sportplatz;Flaeche;0;1012
06.12.2012;41008-4130;;Rennbahn;Flaeche;0;1012
06.12.2012;41008-4140;;Reitplatz;Flaeche;0;1012
06.12.2012;41008-4150;;Schiess¸anlage;Flaeche;0;1012
06.12.2012;41008-4160;;Eis-, Rollschuhbahn;Flaeche;0;1012
06.12.2012;41008-4170;;Tennisplatz;Flaeche;0;1012
06.12.2012;41008-4200;;Freizeitanlage;Flaeche;0;1012
06.12.2012;41008-4210;;Zoo;Flaeche;0;1012
06.12.2012;41008-4211;;Gebaeude- u. Freiflaeche Erholung, Zoologie;Flaeche;0;1012
06.12.2012;41008-4220;;Safaripark, Wildpark;Flaeche;0;1012
06.12.2012;41008-4230;;Freizeitpark;Flaeche;0;1012
06.12.2012;41008-4240;;Freilichttheater;Flaeche;0;1012
06.12.2012;41008-4250;;Freilichtmuseum;Flaeche;0;1012
06.12.2012;41008-4260;;Autokino, Freilichtkino;Flaeche;0;1012
06.12.2012;41008-4270;;Verkehrsuebungsplatz;Flaeche;0;1012
06.12.2012;41008-4280;;Hundeuebungsplatz;Flaeche;0;1012
06.12.2012;41008-4290;;Modellflugplatz;Flaeche;0;1012
06.12.2012;41008-4300;;Erholungsflaeche;Flaeche;0;1012
06.12.2012;41008-4301;;Gebaeude- und Freiflaeche Erholung;Flaeche;0;1012
06.12.2012;41008-4310;;Wochenend- und Ferienhausflaeche;Flaeche;0;1012
06.12.2012;41008-4320;;Schwimmbad, Freibad;Flaeche;0;1012
06.12.2012;41008-4321;;Gebaeude- u. Freiflaeche Erholung, Bad;Flaeche;0;1012
06.12.2012;41008-4330;;Campingplatz;Flaeche;0;1012
06.12.2012;41008-4331;;Gebaeude- u. Freiflaeche Erholung, Camping;Flaeche;0;1012
06.12.2012;41008-4400;;Gruenanlage;Flaeche;0;1012
06.12.2012;41008-4410;;Gruenflaeche;Flaeche;0;1012
06.12.2012;41008-4420;;Park;Flaeche;0;1012
06.12.2012;41008-4430;;Botanischer Garten;Flaeche;0;1012
06.12.2012;41008-4431;;Gebaeude- u. Freiflaeche Erholung, Botanik;Flaeche;0;1012
06.12.2012;41008-4440;;Kleingarten;Flaeche;0;1012
06.12.2012;41008-4450;;Wochenendplatz;Flaeche;0;1012
06.12.2012;41008-4470;;Spielplatz, Bolzplatz;Flaeche;0;1012
06.12.2012;41008-9999;;Sonstiges;Flaeche;0;1012
06.12.2012;41009-0000;;Friedhof;Flaeche;0;1012
06.12.2012;41009-9401;;Gebaeude- und Freiflaeche Friedhof;Flaeche;0;1012
06.12.2012;41009-9402;;Friedhof (ohne Gebaeude);Flaeche;0;1012
06.12.2012;41009-9403;;Friedhof (Park);Flaeche;0;1012
06.12.2012;41009-9404;;Historischer Friedhof;Flaeche;0;1012
06.12.2012;42009-0000;;Platz;Flaeche;0;1012
06.12.2012;42009-5130;;Fussgaengerzone;Flaeche;0;1012
06.12.2012;42009-5310;;Parkplatz;Flaeche;0;1012
06.12.2012;42009-5320;;Rastplatz;Flaeche;0;1012
06.12.2012;42009-5330;;Raststaette;Flaeche;0;1012
06.12.2012;42009-5340;;Marktplatz;Flaeche;0;1012
06.12.2012;42009-5350;;Festplatz;Flaeche;0;1012
06.12.2012;42010-0000;;Bahnverkehr;Flaeche;0;1012
06.12.2012;42010-1100;;Eisenbahn;Flaeche;0;1012
06.12.2012;42010-1102;;Gueterverkehr;Flaeche;0;1012
06.12.2012;42010-1104;;S-Bahn;Flaeche;0;1012
06.12.2012;42010-1200;;Stadtbahn;Flaeche;0;1012
06.12.2012;42010-1201;;Strass¸enbahn;Flaeche;0;1012
06.12.2012;42010-1202;;U-Bahn;Flaeche;0;1012
06.12.2012;42010-1300;;Seilbahn, Bergbahn;Flaeche;0;1012
06.12.2012;42010-1301;;Zahnradbahn;Flaeche;0;1012
06.12.2012;42010-1302;;Standseilbahn;Flaeche;0;1012
06.12.2012;42010-1400;;Museumsbahn;Flaeche;0;1012
06.12.2012;42010-1600;;Magnetschwebebahn;Flaeche;0;1012
25.09.2012;02310-3002;;[PPO] Kartenrahmen DIN A4 (Ausgabekopf;Punkt;15;1071
25.09.2012;02310-3003;;[PPO] Kartenrahmen DIN A3 (Ausgabekopf;Punkt;15;1071
25.09.2012;02310-3004;;[PPO] Massstabsleiste (Ausgabekopf);Punkt;15;1071
25.09.2012;02310-3021;;[PPO] Grenzpunkt mit Abmarkung(Marke), abweichender Rechtszustand;Punkt;15;1010
25.09.2012;02310-3022;;[PPO] Grenzpunkt, Abmarkung zeitweilig ausgesetzt;Punkt;15;1010
25.09.2012;02310-3023;;[PPO] Grenzpunkt, Abmarkung zeitweilig ausgesetzt, abweichender Rechtszustand;Punkt;15;1010
25.09.2012;02310-3024;;[PPO] Grenzpunkt, Abmarkung nach Quellenlage nicht zu spezifizieren;Punkt;15;1010
25.09.2012;02310-3025;;[PPO] Grenzpunkt, Abmarkung nach Quellenlage nicht zu spezifizieren, abweichender Rechtszustand;Punkt;15;1071
25.09.2012;02310-3300;;[PPO] Kreditinstitut, Bank, Bankfiliale;Punkt;15;1071
25.09.2012;02310-3301;;[PPO] Kreditinstitut, Bank, Bankfiliale (SW);Punkt;15;1071
25.09.2012;02310-3302;;[PPO] Hotel, Motel, Pension;Punkt;15;1071
25.09.2012;02310-3303;;[PPO] Jugendherberge;Punkt;15;1071
25.09.2012;02310-3304;;[PPO] Jugendherberge (SW);Punkt;15;1071
25.09.2012;02310-3305;;[PPO] Gaststaette, Restaurant;Punkt;15;1071
25.09.2012;02310-3306;;[PPO] Kino;Punkt;15;1071
25.09.2012;02310-3307;;[PPO] Kino (SW);Punkt;15;1071
25.09.2012;02310-3308;;[PPO] Spielcasino;Punkt;15;1071
25.09.2012;02310-3309;;[PPO] Parkhaus, Parkdeck;Punkt;A06;1071
25.09.2012;02310-3310;;[PPO] Parkhaus, Parkdeck (SW);Punkt;A10;1071
25.09.2012;02310-3311;;[PPO] Toilette;Punkt;15;1071
25.09.2012;02310-3312;;[PPO] Post;Punkt;15;1071
25.09.2012;02310-3313;;[PPO] Post (SW);Punkt;15;1071
25.09.2012;02310-3314;;[PPO] Theater, Oper;Punkt;15;1071
25.09.2012;02310-3315;;[PPO] Bibliothek, Buecherei;Punkt;15;1071
25.09.2012;02310-3316;;[PPO] Kirche;Punkt;15;1071
25.09.2012;02310-3317;;[PPO] Synagoge;Punkt;15;1071
25.09.2012;02310-3318;;[PPO] Kapelle;Punkt;15;1071
25.09.2012;02310-3319;;[PPO] Moschee;Punkt;15;1071
25.09.2012;02310-3320;;[PPO] Tempel;Punkt;15;1071
25.09.2012;02310-3321;;[PPO] Heilanstalt, Pflegeanstalt, Krankenhaus, Rettungsstelle;Punkt;15;1071
25.09.2012;02310-3322;;[PPO] Heilanstalt, Pflegeanstalt, Krankenhaus, Rettungsstelle (SW);Punkt;15;1071
25.09.2012;02310-3323;;[PPO] Kindergarten, Kindertagesstaette;Punkt;15;1071
25.09.2012;02310-3324;;[PPO] Polizei, Polizeiwache;Punkt;15;1071
25.09.2012;02310-3325;;[PPO] Polizei, Polizeiwache (SW);Punkt;15;1071
25.09.2012;02310-3326;;[PPO] Feuerwehr;Punkt;15;1071
25.09.2012;02310-3327;;[PPO] Feuerwehr (SW);Punkt;15;1071
25.09.2012;02310-3328;;[PPO] Bahnhof U-Bahn, Haltestelle, Haltepunkt U-Bahn;Punkt;A04;1071
25.09.2012;02310-3329;;[PPO] Bahnhof U-Bahn, Haltestelle, Haltepunkt U-Bahn (SW);Punkt;15;1071
25.09.2012;02310-3330;;[PPO] Bahnhof S-Bahn, Haltestelle, Haltepunkt S-Bahn;Punkt;A05;1071
25.09.2012;02310-3331;;[PPO] Bahnhof S-Bahn, Haltestelle, Haltepunkt S-Bahn (SW);Punkt;15;1071
25.09.2012;02310-3332;;[PPO] Omnibusbahnhof;Punkt;15;1071
25.09.2012;02310-3333;;[PPO] Omnibusbahnhof (SW);Punkt;15;1071
25.09.2012;02310-3334;;[PPO] Hallenbad;Punkt;15;1071
25.09.2012;02310-3335;;[PPO] Hallenbad (SW);Punkt;15;1071
25.09.2012;02310-3336;;[PPO] Tiefgarage, Tiefgarage unter der Erdoberflaeche;Punkt;A07;1071
25.09.2012;02310-3337;;[PPO] Tiefgarage, Tiefgarage unter der Erdoberflaeche (SW);Punkt;15;1071
25.09.2012;02310-3338;;[PPO] Apotheke;Punkt;15;1071
25.09.2012;02310-3339;;[PPO] Apotheke (SW);Punkt;15;1071
25.09.2012;02310-3340;;[PPO] Touristisches Informationszentrum;Punkt;15;1071
25.09.2012;02310-3341;;[PPO] Touristisches Informationszentrum (SW);Punkt;15;1071
25.09.2012;02310-3342;;[PPO] Arztpraxis;Punkt;15;1071
25.09.2012;02310-3343;;[PPO] Bahnhof Stadtbahn, Haltestelle, Haltepunkt Stadtbahn;Punkt;15;1071
25.09.2012;02310-3344;;[PPO] Bahnhof Stadtbahn, Haltestelle, Haltepunkt Stadtbahn (SW);Punkt;15;1071
25.09.2012;02310-3401;;[PPO] Tankstelle;Punkt;F58;1071
25.09.2012;02310-3402;;[PPO] Foerderanlage;Punkt;15;1071
25.09.2012;02310-3403;;[PPO] Kraftwerk;Punkt;15;1071
25.09.2012;02310-3404;;[PPO] Umspannstation;Punkt;15;1071
25.09.2012;02310-3405;;[PPO] Bergbaubetrieb;Punkt;15;1071
25.09.2012;02310-3406;;[PPO] Bergbaubetrieb ausser Betrieb, stillgelegt, verlassen;Punkt;15;1071
25.09.2012;02310-3407;;[PPO] Tagebau, Grube, Steinbruch, Torf;Punkt;B20;1071
25.09.2012;02310-3408;;[PPO] Schornstein, Schlott, Esse;Punkt;G12;1071
25.09.2012;02310-3409;;[PPO] Bauwerk oder Anlage fuer Sport, Freizeit und Erholung, Sportart Skating;Punkt;15;1071
25.09.2012;02310-3410;;[PPO] Zoo;Punkt;15;1071
25.09.2012;02310-3411;;[PPO] Safaripark, Wildpark;Punkt;15;1071
25.09.2012;02310-3412;;[PPO] Campinplatz;Punkt;B23;1071
25.09.2012;02310-3413;;[PPO] Gras, Gruenanlage, Gruenflaeche, Rain;Punkt;15;1071
25.09.2012;02310-3414;;[PPO] Gras, Gruenanlage, Gruenflaeche, Rain (SW);Punkt;15;1071
25.09.2012;02310-3415;;[PPO] Park;Punkt;15;1071
25.09.2012;02310-3416;;[PPO] Park (SW);Punkt;15;1071
25.09.2012;02310-3417;;[PPO] Botanischer Garten;Punkt;15;1071
25.09.2012;02310-3418;;[PPO] Botanischer Garten (SW);Punkt;15;1071
25.09.2012;02310-3419;;[PPO] Kleingarten;Punkt;B42;1071
25.09.2012;02310-3420;;[PPO] Kleingarten (SW);Punkt;15;1071
25.09.2012;02310-3421;;[PPO] Garten, Gartenland;Punkt;B43;1071
25.09.2012;02310-3422;;[PPO] Garten, Gartenland (SW);Punkt;15;1071
